orderid,mkt,itemcode,amount,curcode
12768,XMUN,1286,91.629196,DJF
12769,XMUN,232,69.88332,XCD
12770,XMUN,1074,86.12464,DOP
12771,XMUN,6146,83.59162,USD
12772,XMUN,2853,46.85835,EGP
12773,XMUN,7042,9.03541,SVC
12774,XMUN,2395,14.077142,USD
12775,XMUN,2724,67.769455,XAF
12776,XMUN,2330,57.89861,ERN
12777,XMUN,8729,28.94139,EUR
12778,XMUN,866,7.3181534,SZL
12779,XMUN,3055,81.88146,ETB
12780,XMUN,4127,95.58481,EUR
12781,XMUN,7830,27.041756,FKP
12782,XMUN,3307,10.208873,DKK
12783,XMUN,4029,31.413673,FJD
12784,XMUN,9875,78.78887,EUR
12785,XMUN,7505,66.71672,EUR
12786,XMUN,2205,88.46453,EUR
12787,XMUN,8869,79.46743,XPF
12788,XMUN,9104,19.291622,EUR
12789,XMUN,9112,98.38773,XAF
12790,XMUN,9865,66.38289,GMD
12791,XMUN,6806,41.77838,GEL
12792,XMUN,8041,90.28381,EUR
12793,XMUN,6763,94.530754,GHS
12794,XMUN,4290,62.52125,GIP
12795,XMUN,5482,40.36658,EUR
12796,XMUN,56,79.346664,DKK
12797,XMUN,4563,2.4332838,XCD
12798,XMUN,3485,35.579353,EUR
12799,XMUN,1644,83.721855,USD
12800,XMUN,5747,4.318048,GTQ
12801,XMUN,9998,95.960976,GBP
12802,XMUN,5981,55.568344,GNF
12803,XMUN,3262,31.102076,XOF
12804,XMUN,4733,1.0656548,GYD
12805,XMUN,5471,46.24821,HTG
12806,XMUN,2719,16.465971,USD
12807,XMUN,3254,17.141758,AUD
12808,XMUN,2542,89.52238,EUR
12809,XMUN,863,11.793329,HNL
12810,XMUN,4211,91.35584,HKD
12811,XMUN,6459,82.30665,HUF
12812,XMUN,7974,2.6213198,ISK
12813,XMUN,1426,22.263498,INR
12814,XMUN,6933,83.64969,IDR
12815,XMUN,5442,25.005896,XDR
12816,XMUN,7737,50.37134,IRR
12817,XMUN,5472,47.52471,IQD
12818,XMUN,7097,44.918743,EUR
12819,XMUN,5948,27.2308,GBP
12820,XMUN,6317,59.985966,ILS
12821,XMUN,485,93.62708,EUR
12822,XMUN,1390,70.53319,JMD
12823,XMUN,7564,92.6169,JPY
12824,XMUN,1280,20.430962,GBP
12825,XMUN,2806,92.4273,JOD
12826,XMUN,9853,94.14664,KZT
12827,XMUN,8795,1.708012,KES
12828,XMUN,4381,21.858181,AUD
12829,XMUN,6214,41.220005,KPW
12830,XMUN,3048,9.872354,KRW
12831,XMUN,9797,14.052693,KWD
12832,XMUN,1691,8.542216,KGS
12833,XMUN,8882,9.329155,LAK
12834,XMUN,674,20.091755,EUR
12835,XMUN,8786,96.698875,LBP
12836,XMUN,5038,40.50962,LSL
12837,XMUN,3310,74.91517,ZAR
12838,XMUN,8282,72.26272,LRD
12839,XMUN,6347,36.937996,LYD
12840,XMUN,9985,27.401093,CHF
12841,XMUN,3723,52.58436,EUR
12842,XMUN,633,82.50739,EUR
12843,XMUN,9248,93.01013,MOP
12844,XMUN,4656,74.04177,MKD
12845,XMUN,3708,90.42934,MGA
12846,XMUN,5073,62.831394,MWK
12847,XMUN,5384,86.94567,MYR
12848,XMUN,6589,1.4208541,MVR
12849,XMUN,3329,24.394772,XOF
12850,XMUN,9972,48.185265,EUR
12851,XMUN,8434,81.10483,USD
12852,XMUN,7260,35.582584,EUR
12853,XMUN,9809,30.662075,MRU
12854,XMUN,5016,59.280415,MUR
12855,XMUN,6811,44.06972,EUR
12856,XMUN,5627,13.738008,XUA
12857,XMUN,7388,80.89322,MXN
12858,XMUN,8625,17.865555,MXV
12859,XMUN,528,3.8187766,USD
12860,XMUN,8204,16.713577,MDL
12861,XMUN,5197,15.200671,EUR
12862,XMUN,7371,93.56313,MNT
12863,XMUN,7190,28.044415,EUR
12864,XMUN,4028,98.39065,XCD
12865,XMUN,808,36.333527,MAD
12866,XMUN,9814,55.690605,MZN
12867,XMUN,7964,85.78486,MMK
12868,XMUN,5626,96.2304,NAD
12869,XMUN,3686,14.385817,ZAR
12870,XMUN,1067,30.457607,AUD
12871,XMUN,6924,6.0703187,NPR
12872,XMUN,9610,47.87475,EUR
12873,XMUN,1217,99.02781,XPF
12874,XMUN,7045,83.19098,NZD
12875,XMUN,3449,29.28071,NIO
12876,XMUN,3167,28.689852,XOF
12877,XMUN,7112,50.97644,NGN
12878,XMUN,4606,67.85078,NZD
12879,XMUN,3338,71.02339,AUD
12880,XMUN,7175,63.263203,USD
12881,XMUN,1347,63.967075,NOK
12882,XMUN,1256,1.3118211,OMR
12883,XMUN,5621,96.373856,PKR
12884,XMUN,5460,92.03823,USD
12885,XMUN,4263,58.22253,PAB
12886,XMUN,8552,70.87885,USD
12887,XMUN,8714,33.531754,PGK
12888,XMUN,2926,4.311412,PYG
12889,XMUN,3857,1.1815206,PEN
12890,XMUN,2330,84.00131,PHP
12891,XMUN,7455,81.24093,NZD
12892,XMUN,5503,2.8116238,PLN
12893,XMUN,6867,5.750431,EUR
12894,XMUN,4757,69.04515,USD
12895,XMUN,2469,2.9466114,QAR
12896,XMUN,8106,37.99637,EUR
12897,XMUN,2600,0.05409089,RON
12898,XMUN,3913,94.25862,RUB
12899,XMUN,544,93.05013,RWF
12900,XMUN,1459,53.790882,EUR
12901,XMUN,3312,93.80026,SHP
12902,XMUN,805,38.891113,XCD
12903,XMUN,8204,16.460367,XCD
12904,XMUN,2696,7.7843685,EUR
12905,XMUN,3059,44.58974,EUR
12906,XMUN,5693,83.463936,XCD
12907,XMUN,1219,41.435947,WST
12908,XMUN,3655,46.883507,EUR
12909,XMUN,868,72.40604,STN
12910,XMUN,7712,67.125114,SAR
12911,XMUN,613,64.65574,XOF
12912,XMUN,9772,92.770256,RSD
12913,XMUN,9401,13.612952,SCR
12914,XMUN,2890,10.002631,SLL
12915,XMUN,2412,47.559757,SGD
12916,XMUN,4521,29.693493,ANG
12917,XMUN,8403,80.694954,XSU
12918,XMUN,6554,10.895867,EUR
12919,XMUN,6624,44.448997,EUR
12920,XMUN,2175,38.065563,SBD
12921,XMUN,1215,87.11603,SOS
12922,XMUN,2810,88.64869,ZAR
12923,XMUN,9555,37.300888,SSP
12924,XMUN,2521,69.16203,EUR
12925,XMUN,7938,48.388466,LKR
12926,XMUN,9297,27.178656,SDG
12927,XMUN,1794,79.88236,SRD
12928,XMUN,9511,75.71976,NOK
12929,XMUN,5934,94.91934,SEK
12930,XMUN,8176,68.30685,CHF
12931,XMUN,5132,70.610466,CHE
12932,XMUN,3902,87.24653,CHW
12933,XMUN,3687,51.368958,SYP
12934,XMUN,9493,94.85885,TWD
12935,XMUN,2639,77.62708,TJS
12936,XMUN,7303,23.886347,TZS
12937,XMUN,8800,81.62444,THB
12938,XMUN,4994,46.58374,USD
12939,XMUN,7736,18.920923,XOF
12940,XMUN,6561,43.20789,NZD
12941,XMUN,3451,69.37096,TOP
12942,XMUN,8341,77.82945,TTD
12943,XMUN,6458,18.826591,TND
12944,XMUN,777,42.27214,TRY
12945,XMUN,7096,40.731106,TMT
12946,XMUN,9534,97.83562,USD
12947,XMUN,2995,75.5772,AUD
12948,XMUN,3816,71.9153,UGX
12949,XMUN,4294,96.58791,UAH
12950,XMUN,9177,76.27212,AED
12951,XMUN,7643,13.295904,GBP
12952,XMUN,8365,95.40652,USD
12953,XMUN,4393,76.85316,USD
12954,XMUN,7477,95.079384,USN
12955,XMUN,4086,18.084927,UYU
12956,XMUN,141,80.65689,UYI
12957,XMUN,1033,64.0147,UYW
12958,XMUN,9580,76.3917,UZS
12959,XMUN,2567,94.63647,VUV
12960,XMUN,3537,9.226715,VES
12961,XMUN,6940,42.37413,VND
12962,XMUN,4129,97.16352,USD
12963,XMUN,148,70.17121,USD
12964,XMUN,9213,45.89121,XPF
12965,XMUN,9247,22.5646,MAD
12966,XMUN,4690,98.41553,YER
12967,XMUN,9203,85.75753,ZMW
12968,XMUN,5087,67.25634,ZWL
12969,XMUN,7285,75.35377,XBA
12970,XMUN,9884,41.8007,XBB
12971,XMUN,7185,11.3041,XBC
12972,XMUN,7164,42.330227,XBD
12973,XMUN,9363,39.442326,XTS
12974,XMUN,6112,23.818024,XXX
12975,XMUN,8575,17.949375,XAU
12976,XMUN,1450,90.34733,XPD
12977,XMUN,1360,82.19482,XPT
12978,XMUN,5052,32.69407,XAG
12979,XMUN,9142,83.44269,AFA
12980,XMUN,3601,55.251884,FIM
12981,XMUN,59,88.60376,ALK
12982,XMUN,9200,20.547411,ADP
12983,XMUN,4464,35.17138,ESP
12984,XMUN,6771,92.35209,FRF
12985,XMUN,4783,18.230843,AOK
12986,XMUN,9558,68.55381,AON
12987,XMUN,5206,50.9977,AOR
12988,XMUN,8543,32.26292,ARA
12989,XMUN,8474,27.987906,ARP
12990,XMUN,4131,87.00143,ARY
12991,XMUN,4460,68.42639,RUR
12992,XMUN,4316,81.04771,ATS
12993,XMUN,2966,22.005089,AYM
12994,XMUN,9563,2.4415908,AZM
12995,XMUN,8776,25.014332,RUR
12996,XMUN,481,10.625193,BYB
12997,XMUN,7495,5.310078,BYR
12998,XMUN,5658,54.944817,RUR
12999,XMUN,3386,17.249321,BEC
13000,XMUN,4556,87.44238,BEF
13001,XMUN,4901,47.108562,BEL
13002,XMUN,3140,19.876556,BOP
13003,XMUN,8606,23.431982,BAD
13004,XMUN,8890,35.58078,BRB
13005,XMUN,2347,72.26647,BRC
13006,XMUN,995,45.696487,BRE
13007,XMUN,1583,10.144179,BRN
13008,XMUN,6900,26.649149,BRR
13009,XMUN,7161,97.655945,BGJ
13010,XMUN,1278,23.670654,BGK
13011,XMUN,6291,19.79422,BGL
13012,XMUN,8697,1.7789205,BUK
13013,XMUN,9891,31.03431,HRD
13014,XMUN,5528,37.463074,HRK
13015,XMUN,1996,26.67389,CYP
13016,XMUN,4638,37.349392,CSJ
13017,XMUN,643,83.64754,CSK
13018,XMUN,241,7.228129,ECS
13019,XMUN,8812,0.23834512,ECV
13020,XMUN,5441,77.88486,GQE
13021,XMUN,6542,58.475464,EEK
13022,XMUN,6719,99.09049,XEU
13023,XMUN,5944,40.883625,FIM
13024,XMUN,8076,19.723488,FRF
13025,XMUN,8804,38.108227,FRF
13026,XMUN,6884,45.158012,FRF
13027,XMUN,6760,33.164825,GEK
13028,XMUN,2576,25.921719,RUR
13029,XMUN,6426,68.109344,DDM
13030,XMUN,1547,24.111729,DEM
13031,XMUN,688,76.721115,GHC
13032,XMUN,6206,50.651173,GHP
13033,XMUN,5920,85.202995,GRD
13034,XMUN,4477,25.625713,FRF
13035,XMUN,5925,58.623493,GNE
13036,XMUN,145,61.229504,GNS
13037,XMUN,4778,7.1223097,GWE
13038,XMUN,3402,63.54753,GWP
13039,XMUN,1095,89.15554,ITL
13040,XMUN,5328,39.33301,ISJ
13041,XMUN,9903,26.36074,IEP
13042,XMUN,9153,32.981956,ILP
13043,XMUN,9199,89.76487,ILR
13044,XMUN,7235,14.822698,ITL
13045,XMUN,2985,84.52713,RUR
13046,XMUN,1457,11.678438,RUR
13047,XMUN,4305,93.47188,LAJ
13048,XMUN,9219,76.15473,LVL
13049,XMUN,6368,54.741753,LVR
13050,XMUN,6482,72.62528,LSM
13051,XMUN,1798,92.60058,ZAL
13052,XMUN,8359,26.796099,LTL
13053,XMUN,1535,39.431847,LTT
13054,XMUN,6534,84.64628,LUC
13055,XMUN,5795,5.767184,LUF
13056,XMUN,9665,98.44751,LUL
13057,XMUN,4470,54.320457,MGF
13058,XMUN,1722,10.573499,MWK
13059,XMUN,6958,19.368523,MVQ
13060,XMUN,1192,44.855705,MLF
13061,XMUN,6412,96.86968,MTL
13062,XMUN,9822,38.53689,MTP
13063,XMUN,2955,26.84482,FRF
13064,XMUN,7984,32.67749,MRO
13065,XMUN,9448,62.263905,FRF
13066,XMUN,8165,21.04247,MXP
13067,XMUN,3654,1.3866063,RUR
13068,XMUN,2097,86.039345,FRF
13069,XMUN,9377,35.14185,MZE
13070,XMUN,5563,43.8501,MZM
13071,XMUN,9436,12.483238,NLG
13072,XMUN,1351,11.297211,ANG
13073,XMUN,6643,51.256466,NIC
13074,XMUN,404,84.711205,PEH
13075,XMUN,7699,25.903322,PEI
13076,XMUN,3570,94.91425,PEN
13077,XMUN,1614,73.997025,PES
13078,XMUN,5323,11.334408,PLZ
13079,XMUN,5085,62.374348,PTE
13080,XMUN,7011,93.920044,FRF
13081,XMUN,7888,65.67914,ROK
13082,XMUN,1026,64.66901,ROL
13083,XMUN,4056,2.8519816,RON
13084,XMUN,4798,61.90447,RUR
13085,XMUN,7875,47.920193,FRF
13086,XMUN,321,68.27625,FRF
13087,XMUN,7232,34.04302,FRF
13088,XMUN,2272,17.216442,ITL
13089,XMUN,6171,16.368065,STD
13090,XMUN,1829,43.058697,CSD
13091,XMUN,8676,39.69624,EUR
13092,XMUN,4372,37.78888,SKK
13093,XMUN,3336,56.452477,SIT
13094,XMUN,6783,81.53891,ZAL
13095,XMUN,7762,82.6171,SDG
13096,XMUN,7417,54.56762,RHD
13097,XMUN,8813,33.46155,ESA
13098,XMUN,9855,58.470963,ESB
13099,XMUN,7712,99.25774,ESP
13100,XMUN,693,20.63248,SDD
13101,XMUN,2090,34.03834,SDP
13102,XMUN,6444,29.484072,SRG
13103,XMUN,5165,42.162373,SZL
13104,XMUN,4664,49.313263,CHC
13105,XMUN,8562,1.2171248,RUR
13106,XMUN,5446,2.522951,TJR
13107,XMUN,1390,10.643463,IDR
13108,XMUN,4580,57.486427,TPE
13109,XMUN,774,38.537365,TRL
13110,XMUN,8783,72.08878,TRY
13111,XMUN,1630,53.340614,RUR
13112,XMUN,2663,44.03135,TMM
13113,XMUN,420,13.615582,UGS
13114,XMUN,7203,4.425184,UGW
13115,XMUN,2040,47.92903,UAK
13116,XMUN,2775,31.105045,SUR
13117,XMUN,7890,27.265772,USS
13118,XMUN,9520,82.361084,UYN
13119,XMUN,5142,61.833256,UYP
13120,XMUN,6153,83.28063,RUR
13121,XMUN,3000,43.432533,VEB
13122,XMUN,8576,9.292589,VEF
13123,XMUN,3449,45.42596,VEF
13124,XMUN,706,97.57806,VEF
13125,XMUN,279,88.35818,VNC
13126,XMUN,6017,12.924261,YDD
13127,XMUN,8366,3.3811133,YUD
13128,XMUN,5343,2.657605,YUM
13129,XMUN,1569,25.268667,YUN
13130,XMUN,5397,45.435085,ZRN
13131,XMUN,5590,92.86819,ZRZ
13132,XMUN,2199,39.629227,ZMK
13133,XMUN,1681,41.01429,ZWC
13134,XMUN,8941,29.879461,ZWD
13135,XMUN,8242,77.632484,ZWD
13136,XMUN,8389,25.904247,ZWN
13137,XMUN,3582,67.257675,ZWR
13138,XMUN,8360,1.5530363,XFO
13139,XMUN,8306,99.09402,XRE
13140,XMUN,9458,95.959045,XFU
13141,XSTU,9359,50.155678,AFN
13142,XSTU,7240,86.96569,EUR
13143,XSTU,7883,76.55594,ALL
13144,XSTU,6822,3.4268522,DZD
13145,XSTU,5332,70.5633,USD
13146,XSTU,6191,94.52005,EUR
13147,XSTU,7452,75.87758,AOA
13148,XSTU,6934,23.931307,XCD
13149,XSTU,3860,4.4047117,XCD
13150,XSTU,7029,15.568724,ARS
13151,XSTU,6974,55.722588,AMD
13152,XSTU,9715,47.072067,AWG
13153,XSTU,7768,94.67711,AUD
13154,XSTU,3038,19.457706,EUR
13155,XSTU,6709,14.08349,AZN
13156,XSTU,6126,43.358646,BSD
13157,XSTU,9001,76.90313,BHD
13158,XSTU,200,30.578148,BDT
13159,XSTU,2004,26.615015,BBD
13160,XSTU,4646,80.94875,BYN
13161,XSTU,6991,78.784424,EUR
13162,XSTU,642,64.81786,BZD
13163,XSTU,9482,63.65885,XOF
13164,XSTU,5241,84.64592,BMD
13165,XSTU,3868,40.584568,INR
13166,XSTU,5661,69.65234,BTN
13167,XSTU,7566,35.115494,BOB
13168,XSTU,9361,35.969975,BOV
13169,XSTU,731,90.83329,USD
13170,XSTU,8214,54.05976,BAM
13171,XSTU,1687,33.266098,BWP
13172,XSTU,8178,43.45325,NOK
13173,XSTU,4108,19.295448,BRL
13174,XSTU,5403,15.897182,USD
13175,XSTU,3276,96.25653,BND
13176,XSTU,3837,45.052876,BGN
13177,XSTU,4126,10.574405,XOF
13178,XSTU,5231,85.50617,BIF
13179,XSTU,675,52.75444,CVE
13180,XSTU,5192,70.01777,KHR
13181,XSTU,933,45.604668,XAF
13182,XSTU,7763,19.55677,CAD
13183,XSTU,6814,86.937675,KYD
13184,XSTU,3136,21.569925,XAF
13185,XSTU,8700,41.4013,XAF
13186,XSTU,896,69.37957,CLP
13187,XSTU,581,14.807176,CLF
13188,XSTU,2408,87.47498,CNY
13189,XSTU,4191,64.71999,AUD
13190,XSTU,8364,89.37071,AUD
13191,XSTU,9075,46.626858,COP
13192,XSTU,4455,3.2743444,COU
13193,XSTU,6653,32.76244,KMF
13194,XSTU,5340,26.458134,CDF
13195,XSTU,9595,17.659199,XAF
13196,XSTU,7516,39.953896,NZD
13197,XSTU,9820,44.64192,CRC
13198,XSTU,6644,39.691414,XOF
13199,XSTU,6797,22.850147,HRK
13200,XSTU,9374,41.221832,CUP
13201,XSTU,2241,57.185173,CUC
13202,XSTU,1396,45.142242,ANG
13203,XSTU,3139,95.20844,EUR
13204,XSTU,4093,36.653988,CZK
13205,XSTU,7094,26.826654,DKK
13206,XSTU,5051,56.083263,DJF
13207,XSTU,9294,88.2404,XCD
13208,XSTU,8560,90.26981,DOP
13209,XSTU,8366,9.513036,USD
13210,XSTU,4729,96.49776,EGP
13211,XSTU,2670,9.184417,SVC
13212,XSTU,5695,58.932495,USD
13213,XSTU,1565,3.5648284,XAF
13214,XSTU,9298,96.54296,ERN
13215,XSTU,3055,11.229573,EUR
13216,XSTU,5622,86.108406,SZL
13217,XSTU,7466,96.86931,ETB
13218,XSTU,8621,95.520164,EUR
13219,XSTU,8261,87.57482,FKP
13220,XSTU,1793,75.80544,DKK
13221,XSTU,9320,46.533,FJD
13222,XSTU,1841,26.9062,EUR
13223,XSTU,2812,5.565148,EUR
13224,XSTU,9686,7.0703945,EUR
13225,XSTU,1705,11.455931,XPF
13226,XSTU,2279,83.54041,EUR
13227,XSTU,4411,5.053098,XAF
13228,XSTU,4763,43.447163,GMD
13229,XSTU,9322,50.860382,GEL
13230,XSTU,1187,82.65339,EUR
13231,XSTU,8363,58.127934,GHS
13232,XSTU,2236,63.067123,GIP
13233,XSTU,5742,49.68936,EUR
13234,XSTU,5482,98.56878,DKK
13235,XSTU,4708,53.90332,XCD
13236,XSTU,8192,8.799452,EUR
13237,XSTU,4931,66.39904,USD
13238,XSTU,1600,78.69712,GTQ
13239,XSTU,1442,48.214554,GBP
13240,XSTU,2584,43.530876,GNF
13241,XSTU,1984,42.48199,XOF
13242,XSTU,9886,22.520031,GYD
13243,XSTU,9006,1.5021306,HTG
13244,XSTU,7080,13.087222,USD
13245,XSTU,4608,77.18683,AUD
13246,XSTU,3978,49.046124,EUR
13247,XSTU,7246,27.289583,HNL
13248,XSTU,7348,43.616035,HKD
13249,XSTU,4924,82.41228,HUF
13250,XSTU,7784,59.03917,ISK
13251,XSTU,6980,10.524062,INR
13252,XSTU,2703,29.669653,IDR
13253,XSTU,192,36.85392,XDR
13254,XSTU,7613,9.349443,IRR
13255,XSTU,8297,99.12109,IQD
13256,XSTU,6170,82.1634,EUR
13257,XSTU,9827,28.0218,GBP
13258,XSTU,8632,31.023924,ILS
13259,XSTU,3392,71.30711,EUR
13260,XSTU,1425,76.830315,JMD
13261,XSTU,5169,77.252106,JPY
13262,XSTU,8385,27.089216,GBP
13263,XSTU,4302,95.385735,JOD
13264,XSTU,8463,83.945816,KZT
13265,XSTU,322,99.96777,KES
13266,XSTU,3501,8.541938,AUD
13267,XSTU,5660,85.09881,KPW
13268,XSTU,5753,13.801345,KRW
13269,XSTU,4084,57.09977,KWD
13270,XSTU,4635,54.919884,KGS
13271,XSTU,4983,2.0711057,LAK
13272,XSTU,2897,56.594254,EUR
13273,XSTU,7437,23.379686,LBP
13274,XSTU,6709,39.959854,LSL
13275,XSTU,5074,32.853474,ZAR
13276,XSTU,4092,39.659927,LRD
13277,XSTU,2596,80.40871,LYD
13278,XSTU,28,92.9686,CHF
13279,XSTU,476,4.5541253,EUR
13280,XSTU,8239,44.98576,EUR
13281,XSTU,1551,42.406433,MOP
13282,XSTU,4254,91.57195,MKD
13283,XSTU,8512,81.970764,MGA
13284,XSTU,5322,51.629585,MWK
13285,XSTU,1529,62.640064,MYR
13286,XSTU,3133,88.974335,MVR
13287,XSTU,7045,98.78196,XOF
13288,XSTU,4405,3.317376,EUR
13289,XSTU,3989,48.245148,USD
13290,XSTU,3123,46.088757,EUR
13291,XSTU,3844,93.4082,MRU
13292,XSTU,4940,88.36672,MUR
13293,XSTU,9335,63.227673,EUR
13294,XSTU,5833,4.447116,XUA
13295,XSTU,7472,56.763203,MXN
13296,XSTU,1534,30.771053,MXV
13297,XSTU,4159,91.13534,USD
13298,XSTU,4022,80.29216,MDL
13299,XSTU,8115,23.564993,EUR
13300,XSTU,6823,96.03688,MNT
13301,XSTU,8415,75.05825,EUR
13302,XSTU,4846,99.86037,XCD
13303,XSTU,570,89.24707,MAD
13304,XSTU,9945,23.628084,MZN
13305,XSTU,3297,52.42678,MMK
13306,XSTU,5348,94.5295,NAD
13307,XSTU,9206,45.40722,ZAR
13308,XSTU,3876,27.565792,AUD
13309,XSTU,6974,96.7939,NPR
13310,XSTU,14,62.34595,EUR
13311,XSTU,6724,67.01115,XPF
13312,XSTU,834,77.08685,NZD
13313,XSTU,6294,95.21603,NIO
13314,XSTU,9321,7.9202056,XOF
13315,XSTU,8440,17.529963,NGN
13316,XSTU,7371,17.05399,NZD
13317,XSTU,2656,37.50164,AUD
13318,XSTU,745,20.706594,USD
13319,XSTU,3003,91.20458,NOK
13320,XSTU,6925,42.900105,OMR
13321,XSTU,3513,55.085995,PKR
13322,XSTU,8404,44.290627,USD
13323,XSTU,4724,87.01942,PAB
13324,XSTU,8367,86.77996,USD
13325,XSTU,9270,13.401263,PGK
13326,XSTU,7527,33.749977,PYG
13327,XSTU,8186,1.9347618,PEN
13328,XSTU,118,22.11554,PHP
13329,XSTU,1781,6.83982,NZD
13330,XSTU,14,31.550398,PLN
13331,XSTU,8357,93.134674,EUR
13332,XSTU,1553,82.99911,USD
13333,XSTU,9582,55.647816,QAR
13334,XSTU,4994,84.92052,EUR
13335,XSTU,6076,96.01402,RON
13336,XSTU,7819,4.685321,RUB
13337,XSTU,8248,57.611603,RWF
13338,XSTU,4156,54.105797,EUR
13339,XSTU,1295,85.209435,SHP
13340,XSTU,6958,48.145287,XCD
13341,XSTU,133,19.049803,XCD
13342,XSTU,8556,97.484886,EUR
13343,XSTU,3942,81.43797,EUR
13344,XSTU,5822,63.875217,XCD
13345,XSTU,4147,6.3361335,WST
13346,XSTU,3321,42.02269,EUR
13347,XSTU,6137,25.85341,STN
13348,XSTU,5796,76.11908,SAR
13349,XSTU,1133,41.14837,XOF
13350,XSTU,6832,94.48277,RSD
13351,XSTU,2046,93.699524,SCR
13352,XSTU,321,33.944572,SLL
13353,XSTU,5133,41.632305,SGD
13354,XSTU,9096,70.04894,ANG
13355,XSTU,7282,53.262184,XSU
13356,XSTU,6563,36.617992,EUR
13357,XSTU,4606,57.714252,EUR
13358,XSTU,4156,47.355247,SBD
13359,XSTU,7313,34.31767,SOS
13360,XSTU,4103,94.816505,ZAR
13361,XSTU,366,69.81462,SSP
13362,XSTU,7665,95.74048,EUR
13363,XSTU,3117,47.306683,LKR
13364,XSTU,870,36.83601,SDG
13365,XSTU,4163,51.235584,SRD
13366,XSTU,3437,67.1913,NOK
13367,XSTU,4903,41.26925,SEK
13368,XSTU,6196,92.73853,CHF
13369,XSTU,8985,27.54127,CHE
13370,XSTU,5743,12.194724,CHW
13371,XSTU,3531,93.86293,SYP
13372,XSTU,382,0.2842182,TWD
13373,XSTU,154,42.966118,TJS
13374,XSTU,8847,97.92146,TZS
13375,XSTU,6434,6.044814,THB
13376,XSTU,8424,63.410343,USD
13377,XSTU,7690,22.179928,XOF
13378,XSTU,3423,75.73373,NZD
13379,XSTU,3898,16.084618,TOP
13380,XSTU,5140,48.224564,TTD
13381,XSTU,331,82.21591,TND
13382,XSTU,9195,41.381824,TRY
13383,XSTU,1789,10.6584835,TMT
13384,XSTU,4932,9.406756,USD
13385,XSTU,3407,55.620186,AUD
13386,XSTU,2247,9.088191,UGX
13387,XSTU,9898,32.235317,UAH
13388,XSTU,318,67.57383,AED
13389,XSTU,2972,60.736546,GBP
13390,XSTU,1399,79.36648,USD
13391,XSTU,9296,48.52175,USD
13392,XSTU,5789,44.199455,USN
13393,XSTU,5935,63.407024,UYU
13394,XSTU,4442,68.60884,UYI
13395,XSTU,2991,82.30998,UYW
13396,XSTU,3512,47.356503,UZS
13397,XSTU,6402,66.16916,VUV
13398,XSTU,9345,68.677635,VES
13399,XSTU,9571,91.69658,VND
13400,XSTU,8125,96.42822,USD
13401,XSTU,8423,71.6737,USD
13402,XSTU,8158,39.280777,XPF
13403,XSTU,9284,29.608221,MAD
13404,XSTU,760,89.151985,YER
13405,XSTU,4361,98.464554,ZMW
13406,XSTU,6579,40.13308,ZWL
13407,XSTU,8689,46.41966,XBA
13408,XSTU,6173,29.063074,XBB
13409,XSTU,7001,14.51623,XBC
13410,XSTU,5912,98.292305,XBD
13411,XSTU,8021,92.293495,XTS
13412,XSTU,3934,87.90063,XXX
13413,XSTU,9067,5.451569,XAU
13414,XSTU,5750,26.440578,XPD
13415,XSTU,2283,89.64245,XPT
13416,XSTU,9297,23.85365,XAG
13417,XSTU,3941,66.645454,AFA
13418,XSTU,4239,27.658394,FIM
13419,XSTU,1768,38.713146,ALK
13420,XSTU,1704,6.2176313,ADP
13421,XSTU,1736,8.270281,ESP
13422,XSTU,1635,59.88054,FRF
13423,XSTU,2202,98.65209,AOK
13424,XSTU,6041,52.996956,AON
13425,XSTU,1455,87.85174,AOR
13426,XSTU,1959,74.48123,ARA
13427,XSTU,4689,43.233654,ARP
13428,XSTU,3724,36.48172,ARY
13429,XSTU,838,41.858112,RUR
13430,XSTU,7056,69.58238,ATS
13431,XSTU,2039,56.56507,AYM
13432,XSTU,7399,30.385897,AZM
13433,XSTU,5997,2.6441667,RUR
13434,XSTU,1295,19.18777,BYB
13435,XSTU,2686,9.248446,BYR
13436,XSTU,1564,78.36066,RUR
13437,XSTU,9672,8.124909,BEC
13438,XSTU,3307,97.58718,BEF
13439,XSTU,7032,66.60593,BEL
13440,XSTU,3478,68.87198,BOP
13441,XSTU,7895,5.5561624,BAD
13442,XSTU,7404,67.73818,BRB
13443,XSTU,6790,44.116417,BRC
13444,XSTU,9472,0.16986836,BRE
13445,XSTU,3306,25.45038,BRN
13446,XSTU,3115,92.956764,BRR
13447,XSTU,4338,87.36435,BGJ
13448,XSTU,1956,97.74418,BGK
13449,XSTU,452,95.66728,BGL
13450,XSTU,7287,59.229717,BUK
13451,XSTU,2406,86.452774,HRD
13452,XSTU,6699,79.59075,HRK
13453,XSTU,4455,86.09089,CYP
13454,XSTU,3216,10.786378,CSJ
13455,XSTU,8375,54.077774,CSK
13456,XSTU,4855,1.5328137,ECS
13457,XSTU,2517,40.429955,ECV
13458,XSTU,4359,9.6334915,GQE
13459,XSTU,1285,98.49458,EEK
13460,XSTU,1510,48.025402,XEU
13461,XSTU,9303,12.114538,FIM
13462,XSTU,4090,8.713179,FRF
13463,XSTU,82,68.366516,FRF
13464,XSTU,3141,4.079447,FRF
13465,XSTU,3453,45.725468,GEK
13466,XSTU,2415,53.32642,RUR
13467,XSTU,3167,26.531446,DDM
13468,XSTU,886,54.28751,DEM
